x,ell,reference_mp,forward_double,backward_double,abs_error_forward,rel_error_forward,abs_error_backward,rel_error_backward
0.9,47,-0.0369931210282762159464958712388,-3.69931210282761075e-02,1.70648243781116732e-01,1.08459486388173016e-16,2.93188256014599228e-15,2.07641364809392936e-01,5.61297233209058888e+00
0.9,48,-0.106892037065314070628557123608,-1.06892037065313972e-01,-5.14704953062666212e-02,9.88731701222140548e-17,9.24981624793994100e-16,5.54215417590474477e-02,5.18481481695248436e-01
0.9,49,-0.154204184213156326539617042277,-1.54204184213156265e-01,-2.58867141667973089e-01,6.19794764575138365e-17,4.01931223680932350e-16,1.04662957454816768e-01,6.78729685506725522e-01
0.9,50,-0.170037659943836784677611588201,-1.70037659943836794e-01,-4.10860161052186701e-01,9.48540743345212602e-18,5.57841565014782142e-17,2.40822501108349907e-01,1.41628919845105661e+00
0.99,0,1.0,1.00000000000000000e+00,1.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
0.99,1,0.99,9.89999999999999991e-01,4.00644553174896279e-01,8.88178419700125251e-18,8.97149918889015462e-18,5.89355446825103768e-01,5.95308532146569425e-01
0.99,2,0.97015,9.70149999999999846e-01,9.49571614647208295e-02,1.54187773659941744e-16,1.58931890594177953e-16,8.75192838535279183e-01,9.02121155012399312e-01
0.99,3,0.9407475,9.40747499999999848e-01,-1.10417052366474824e-01,1.52269308273389478e-16,1.61859912753836134e-16,1.05116455236647477e+00,1.11737161392028650e+00
0.99,4,0.90223254375,9.02232543749999727e-01,-2.62515414323458263e-01,2.73065836609021078e-16,3.02655716090734361e-16,1.16474795807345832e+00,1.29096203206365256e+00
0.99,5,0.8551803929625,8.55180392962499702e-01,-3.79468826431222817e-01,2.97508358926279475e-16,3.47889593090010561e-16,1.23464921939372285e+00,1.44372956811682029e+00
0.99,6,0.8002919601019375,8.00291960101937039e-01,-4.69973074703120774e-01,4.61192692910117360e-16,5.76280552476589535e-16,1.27026503480505837e+00,1.58725202567730128e+00
0.99,7,0.738382166962419375,7.38382166962418651e-01,-5.38820073263118315e-01,7.23776257073041048e-16,9.80219037589349499e-16,1.27720224022553763e+00,1.72973061562379526e+00
0.99,8,0.67036643233479565234375,6.70366432334794760e-01,-5.88958320629432763e-01,8.92781592348910647e-16,1.33178146948598400e-15,1.25932475296422841e+00,1.87856177192251494e+00
0.99,9,0.5972455244994728698828125,5.97245524499471658e-01,-6.22400883343156131e-01,1.21155214985104979e-15,2.02856631008897446e-15,1.21964640784262901e+00,2.04211895746688921e+00
0.99,10,0.5200890424821923811401953125,5.20089042482190789e-01,-6.40673573001987240e-01,1.59244366755129650e-15,3.06186736784753768e-15,1.16076261548417969e+00,2.23185362634115414e+00
0.99,11,0.440017813473640991370594140625,4.40017813473639219e-01,-6.45054068116341139e-01,1.77255748925092018e-15,4.02837665879430184e-15,1.08507188158998202e+00,2.46597262284469476e+00
0.99,12,0.358185512124224098413856678711,3.58185512124222172e-01,-6.36705985665602436e-01,1.92663241644051905e-15,5.37886751760170057e-15,9.94891497789826551e-01,2.77758721141346232e+00
0.99,13,0.275759820260834964561217162354,2.75759820260832955e-01,-6.16755717525197311e-01,2.00938683784059255e-15,7.28672812427843477e-15,8.92515537786032320e-01,3.23656846360656170e+00
0.99,14,0.193903452711228951667228423319,1.93903452711226887e-01,-5.86335893985406753e-01,2.06480517804520603e-15,1.06486251233505405e-14,7.80239346696635749e-01,4.02385484006109184e+00
0.99,15,0.113755376245846246567272517369,1.13755376245844197e-01,-5.46608231397884392e-01,2.04907586444993411e-15,1.80130023922693992e-14,6.60363607643730588e-01,5.80511998146411745e+00
0.99,16,0.0364125441447866895088229505176,3.64125441447847031e-02,-4.98773013238748286e-01,1.98637150433499982e-15,5.45518461010749120e-14,5.35185557383535015e-01,1.46978347696739924e+01
0.99,17,-0.0370875413366681646366537932059,-3.70875413366700546e-02,-4.44069567067279847e-01,1.88995586318309359e-15,5.09593193581292708e-14,4.06982025730611707e-01,1.09735509840398002e+01
0.99,18,-0.105783142098718090350558005188,-1.05783142098719862e-01,-3.83770515212362440e-01,1.77193905504213575e-15,1.67506752010499071e-14,2.77987373113644354e-01,2.62789861974626549e+00
0.99,19,-0.168803197421895615056903760649,-1.68803197421897255e-01,-3.19171671843041960e-01,1.64023567395021230e-15,9.71685192580040486e-15,1.50368474421146342e-01,8.90791624315772079e-01
0.99,20,-0.225380587629187299034322605004,-2.25380587629188778e-01,-2.51578923041248403e-01,1.47871972974797092e-15,6.56098976980603743e-15,2.61983354120611037e-02,1.16240425529303040e-01
0.99,21,-0.274863528734800007936432348769,-2.74863528734801243e-01,-1.82293097589687175e-01,1.23554405768070064e-15,4.49511822600810023e-15,9.25704311451128331e-02,3.36786883189689079e-01
0.99,22,-0.316724912637613775369688653727,-3.16724912637614708e-01,-1.12593626387580331e-01,9.32996440780853203e-16,2.94576272201346241e-15,2.04131286250033434e-01,6.44506567387055362e-01
0.99,23,-0.350569444601743196439918167419,-3.50569444601743885e-01,-4.37216481997211234e-02,6.88341878910757641e-16,1.96349650407420260e-15,3.06847796402022088e-01,8.75283916288283059e-01
0.99,24,-0.376138469443916420701939720594,-3.76138469443916879e-01,2.31368798408884725e-02,4.57840982001733839e-16,1.21721392304968577e-15,3.99275349284804904e-01,1.06151160203074690e+00
0.99,25,-0.393312419291301954147722393119,-3.93312419291302229e-01,8.68675839149922607e-02,2.74637689505451200e-16,6.98268541838350085e-16,4.80180003206294226e-01,1.22086153310774259e+00
0.99,26,-0.402110858227689428745000408221,-4.02110858227689549e-01,1.46443165994067204e-01,1.20592923882518618e-16,2.99899695357728016e-16,5.48554024221756586e-01,1.36418605217356714e+00
0.99,27,-0.402690141838259759941088488824,-4.02690141838259741e-01,2.00937619922922472e-01,1.90936829787569058e-17,4.74153225892127047e-17,6.03627761761182269e-01,1.49898817737541967e+00
0.99,28,-0.395338751819486762595616328375,-3.95338751819486522e-01,2.49538854391546938e-01,2.40152601763887356e-16,6.07460312601841802e-16,6.44877606211033738e-01,1.63120261609336836e+00
0.99,29,-0.38047040667939188741103971459,-3.80470406679391304e-01,2.91559455016315971e-01,5.83205544397953267e-16,1.53285389391506258e-15,6.72029861695707886e-01,1.76631309530993863e+00
0.99,30,-0.358615088379272134280198540212,-3.58615088379271196e-01,3.26445366338271814e-01,9.37974134555618460e-16,2.61554565033698409e-15,6.85060454717543954e-01,1.91029456628166860e+00
0.99,31,-0.330408160865886695704838658248,-3.30408160865885370e-01,3.53782323312217761e-01,1.32599903089682779e-15,4.01321513191998119e-15,6.84190484178104463e-01,2.07074329636736376e+00
0.99,32,-0.296577789170247407763269761511,-2.96577789170245631e-01,3.73299910890518505e-01,1.77628507426992936e-15,5.98927208689343658e-15,6.69877700060765857e-01,2.25869139403500485e+00
0.99,33,-0.257930896527183225060956729979,-2.57930896527181097e-01,3.84873179388299902e-01,2.12789450883156203e-15,8.24986280233125969e-15,6.42804075915483164e-01,2.49215617272023193e+00
0.99,34,-0.215337921294997025356039934401,-2.15337921294994628e-01,3.88521792042318181e-01,2.39782586724161464e-15,1.11351769944726561e-14,6.03859713337315251e-01,2.80424232622767855e+00
0.99,35,-0.169716654906771918571387402847,-1.69716654906769293e-01,3.84406729005958792e-01,2.62546174002433237e-15,1.54696764525941241e-14,5.54123383912730749e-01,3.26499119498389589e+00
0.99,36,-0.122015456335336174136706190058,-1.22015456335333422e-01,3.72824618342991743e-01,2.75208125039133074e-15,2.25551854908263519e-14,4.94840074678327912e-01,4.05555238279283614e+00
0.99,37,-0.0731961473705663847645894554864,-7.31961473705635690e-02,3.54199808741445799e-01,2.81575224223958325e-15,3.84685853475923932e-14,4.27395956112012199e-01,5.83904988808026459e+00
0.99,38,-0.0242168962593977796240167904663,-2.42168962593949377e-02,3.29074340009517352e-01,2.84189469114294237e-15,1.17351730820587557e-13,3.53291236268915121e-01,1.45886257464481819e+01
0.99,39,0.0239846050827597405209128043907,2.39846050827625459e-02,2.98096005301296596e-01,2.80541471345943581e-15,1.16967308979207776e-13,2.74111400218536860e-01,1.14286392989463721e+01
0.99,40,0.0705073729409788177869311314896,7.05073729409815275e-02,2.62004732856080669e-01,2.70973348983686841e-15,3.84319167884068770e-14,1.91497359915101861e-01,2.71599056846725562e+00
0.99,41,0.114502488605529311646280372159,1.14502488605531874e-01,2.21617544284810897e-01,2.56248663416606335e-15,2.23793095274465595e-14,1.07115055679281590e-01,9.35482337404053732e-01
0.99,42,0.155187314241338381159778137839,1.55187314241340746e-01,1.77812370637704831e-01,2.36465311341719448e-15,1.52374124455805839e-14,2.26250563963664511e-02,1.45791919313593282e-01
0.99,43,0.19185832492968357408026871322,1.91858324929685686e-01,1.31511026260483777e-01,2.11221949417908405e-15,1.10092668376689741e-14,6.03472986691998003e-02,3.14540944164488023e-01
0.99,44,0.223902341223093087401433735059,2.23902341223094908e-01,8.36616535089581559e-02,1.82098310509082638e-15,8.13293463187338940e-15,1.40240687714134921e-01,6.26347571660276325e-01
0.99,45,0.250805977516903437142411178096,2.50805977516904921e-01,3.52209585602892977e-02,1.48388952601421443e-15,5.91648389207233162e-15,2.15585018956614138e-01,8.59568902986311278e-01
0.99,46,0.27216315564040525476294141211,2.72163155640406274e-01,-1.28634402436229207e-02,1.01874256352945815e-15,3.74313180317275854e-15,2.85026595884028178e-01,1.04726370920176537e+00
0.99,47,0.287680569660309653137725566394,2.87680569660310193e-01,-5.96702348298653179e-02,5.39365790624815401e-16,1.87487737271131364e-15,3.47350804490174969e-01,1.20741836996611673e+00
0.99,48,0.297181026280272414661350898962,2.97181026280272542e-01,-1.04320914464553258e-01,1.27533542604657562e-16,4.29144296999567717e-16,4.01501940744825647e-01,1.35103490882411803e+00
0.99,49,0.300604624693871359782014278376,3.00604624693871003e-01,-1.45995227432602404e-01,3.56632688462692123e-16,1.18638457018377020e-15,4.46599852126473740e-01,1.48567192730744080e+00
0.99,50,0.29800777957025967307658050749,2.98007779570258757e-01,-1.83945348638125006e-01,9.15769791741417673e-16,3.07297276957668009e-15,4.81953128208384651e-01,1.61725015670188976e+00
