x,ell,reference_mp,forward_double,backward_double,abs_error_forward,rel_error_forward,abs_error_backward,rel_error_backward
0.1,38,0.0973229778486190552734396821157,9.73229778486190272e-02,3.54143460280174516e-01,2.80432471246618636e-17,2.88146209092386242e-16,2.56820482431555475e-01,2.63884735248264457e+00
0.1,39,0.092644848121142404320256989885,9.26448481211424452e-02,-2.12902528756136467e-01,4.08428661237311302e-17,4.40854153814629793e-16,3.05547376877278898e-01,3.29805038352208335e+00
0.1,40,-0.0765925458984779540383529345605,-7.65925458984779151e-02,-3.87338123202507212e-01,3.89821623664944372e-17,5.08955041371318225e-16,3.10745577304029241e-01,4.05712558133159540e+00
0.1,41,-0.105516915771301648793193618667,-1.05516915771301678e-01,1.31186886641589034e-01,2.93020905413414389e-17,2.77700407817558503e-16,2.36703802412890685e-01,2.24327825242660372e+00
0.1,42,0.0539167614508522007283086495725,5.39167614508521478e-02,4.04040814533999593e-01,5.28982712965124258e-17,9.81109953065927719e-16,3.50124053083147369e-01,6.49378864126145317e+00
0.1,43,0.113720998482021231523366407102,1.13720998482021246e-01,-4.82674957071568267e-02,1.45331949739086535e-17,1.27796934320852647e-16,1.61988494189178045e-01,1.42443784658457506e+00
0.1,44,-0.0302056376271149981150905497689,-3.02056376271149438e-02,-4.04401869036687400e-01,5.43488638763083954e-17,1.79929536821035378e-15,3.74196231409572422e-01,1.23882910875439993e+01
0.1,45,-0.117167869068672392672276173454,-1.17167869068672395e-01,-3.27868182958137300e-02,2.36643430300210303e-18,2.01969560581077882e-17,8.43810507728586651e-02,7.20172274562770331e-01
0.1,46,0.00637013227598382917089916437333,6.37013227598377460e-03,3.89124436090413639e-01,5.45707514955526463e-17,8.56665907885319703e-15,3.82754303814429819e-01,6.00857701585663975e+01
0.1,47,0.115935408666501695196043961863,1.15935408666501677e-01,1.09086189303154849e-01,1.82185545517707358e-17,1.57144005971273151e-16,6.84921936334684667e-03,5.90778903712602874e-02
