x,l,forward,backward,abs_diff_forward_backward
0.98999999999999999,21,-2.74863528734801243e-01,-1.82293097589687175e-01,9.25704311451140682e-02
0.98999999999999999,22,-3.16724912637614708e-01,-1.12593626387580331e-01,2.04131286250034377e-01
0.98999999999999999,23,-3.50569444601743885e-01,-4.37216481997211234e-02,3.06847796402022754e-01
0.98999999999999999,24,-3.76138469443916879e-01,2.31368798408884725e-02,3.99275349284805348e-01
0.98999999999999999,25,-3.93312419291302229e-01,8.68675839149922607e-02,4.80180003206294503e-01
0.98999999999999999,26,-4.02110858227689549e-01,1.46443165994067204e-01,5.48554024221756809e-01
0.98999999999999999,27,-4.02690141838259741e-01,2.00937619922922472e-01,6.03627761761182269e-01
0.98999999999999999,28,-3.95338751819486522e-01,2.49538854391546938e-01,6.44877606211033516e-01
0.98999999999999999,29,-3.80470406679391304e-01,2.91559455016315971e-01,6.72029861695707220e-01
0.98999999999999999,30,-3.58615088379271196e-01,3.26445366338271814e-01,6.85060454717542955e-01
0.98999999999999999,31,-3.30408160865885370e-01,3.53782323312217761e-01,6.84190484178103131e-01
0.98999999999999999,32,-2.96577789170245631e-01,3.73299910890518505e-01,6.69877700060764081e-01
0.98999999999999999,33,-2.57930896527181097e-01,3.84873179388299902e-01,6.42804075915480944e-01
0.98999999999999999,34,-2.15337921294994628e-01,3.88521792042318181e-01,6.03859713337312809e-01
0.98999999999999999,35,-1.69716654906769293e-01,3.84406729005958792e-01,5.54123383912728085e-01
0.98999999999999999,36,-1.22015456335333422e-01,3.72824618342991743e-01,4.94840074678325137e-01
0.98999999999999999,37,-7.31961473705635690e-02,3.54199808741445799e-01,4.27395956112009368e-01
0.98999999999999999,38,-2.42168962593949377e-02,3.29074340009517352e-01,3.53291236268912290e-01
0.98999999999999999,39,2.39846050827625459e-02,2.98096005301296596e-01,2.74111400218534029e-01
0.98999999999999999,40,7.05073729409815275e-02,2.62004732856080669e-01,1.91497359915099141e-01
0.98999999999999999,41,1.14502488605531874e-01,2.21617544284810897e-01,1.07115055679279023e-01
0.98999999999999999,42,1.55187314241340746e-01,1.77812370637704831e-01,2.26250563963640849e-02
0.98999999999999999,43,1.91858324929685686e-01,1.31511026260483777e-01,6.03472986692019098e-02
0.98999999999999999,44,2.23902341223094908e-01,8.36616535089581559e-02,1.40240687714136752e-01
0.98999999999999999,45,2.50805977516904921e-01,3.52209585602892977e-02,2.15585018956615637e-01
0.98999999999999999,46,2.72163155640406274e-01,-1.28634402436229207e-02,2.85026595884029177e-01
0.98999999999999999,47,2.87680569660310193e-01,-5.96702348298653179e-02,3.47350804490175524e-01
0.98999999999999999,48,2.97181026280272542e-01,-1.04320914464553258e-01,4.01501940744825814e-01
0.98999999999999999,49,3.00604624693871003e-01,-1.45995227432602404e-01,4.46599852126473407e-01
0.98999999999999999,50,2.98007779570258757e-01,-1.83945348638125006e-01,4.81953128208383763e-01
